X4EVERDROP,X1SEX,X1RACE,X1STAGE,X1CONTROL,X1SES_U,X1SCHOOLENG,X1SCHOOLBEL,X1SCHOOLCLI,X1TXMTSCOR,X1REGION,X1MTHID,X1MTHUTI,X1MTHEFF,X1MTHINT,X1SCIID,X1SCIUTI,X1SCIEFF,X1SCIINT,X1PAREDEXPCT,X1STUEDEXPCT,X1PROBLEM,S1MSCORE,y_pred_prob,y_pred
0,1,"More than one race, non-Hispanic",14,Public,-0.8135,1.39,-0.39,-1.76,48.5401,Midwest,0.6,-0.3,0.1,0.19,0.27,-0.89,0.25,0.16,3,10,0.265641803030553,4.8,0.3184454929117136,0
0,0,"White, non-Hispanic",14,Public,-0.2051,1.01,0.52,-1.94,50.3536,Midwest,1.76,0.27,0.94,1.32,-0.33,0.1,0.25,0.16,6,8,0.0028669448406138,5.6,0.6898094189391614,1
1,0,"More than one race, non-Hispanic",14,Public,-0.2112,-0.07,0.19,0.56,49.3308,Midwest,0.0,-0.93,-0.75,0.19,-0.94,-1.5,-1.33,-1.38,2,10,-1.08619893399721,3.6,0.38038040249348143,0
0,0,"White, non-Hispanic",16,Public,-0.163,-0.05,1.1,0.56,49.573,South,0.0,-1.33,-0.17,-0.18,-1.57,-0.47,-0.48,0.16,6,8,-0.756600533275629,3.6,0.40154083330502055,0
0,0,"White, non-Hispanic",14,Public,-0.6179,-0.58,0.1,-1.74,53.9985,Midwest,0.6,0.9,0.55,0.87,0.27,0.1,0.69,0.16,4,6,-0.433764331265202,2.4,0.9342228869615291,1
0,1,"White, non-Hispanic",14,Public,0.0724,1.39,0.98,-2.12,67.0552,West,0.6,-0.7,0.1,0.19,-0.33,0.1,-0.05,0.16,6,8,0.240296541306325,5.6,0.07569573651522547,0
0,0,"More than one race, non-Hispanic",14,Public,0.1381,1.01,0.77,0.48,67.7484,South,1.16,0.74,0.94,0.86,0.31,1.69,0.38,0.93,8,10,1.6288265703778,4.2,0.08715410552576289,0
0,0,"Black/African-American, non-Hispanic",14,Public,-0.2731,1.01,-0.04,0.69,47.1642,Midwest,0.63,0.9,0.1,-0.18,-0.33,0.1,0.25,0.16,6,9,-0.452347394278276,4.2,0.3678362810208916,0
1,1,"White, non-Hispanic",17,Public,-0.5735,-1.06,-1.2,-2.22,30.5673,Midwest,0.6,-1.9,-1.14,-0.96,-0.33,-0.89,-0.48,0.11,2,8,2.17774833853445,2.4,0.9635107325309469,1
0,0,"White, non-Hispanic",14,Public,0.2861,-0.2,-0.39,-0.09,60.5147,Midwest,-0.57,-2.94,-0.69,-1.21,-0.33,-0.47,-0.05,0.5,6,6,-0.756600533275629,4.2,0.5031116495696105,1
1,1,"Black/African-American, non-Hispanic",15,Catholic or other private,0.1141,0.1,1.59,1.67,49.8312,South,-1.73,1.31,0.1,0.49,-0.33,0.66,0.25,1.31,6,8,-1.67180999419758,5.6,0.015872589524367382,0
1,0,"White, non-Hispanic",15,Public,-0.224,-1.38,-0.88,-1.71,39.2558,South,-1.73,-0.3,-0.17,-0.48,-0.33,-1.5,-0.9,-1.38,6,10,1.84814993781287,3.6,0.7673298021047912,1
1,1,"White, non-Hispanic",16,Public,-0.1574,0.1,-0.59,-1.42,56.2965,Northeast,1.16,0.9,1.62,-0.18,-0.33,0.28,-1.33,0.86,4,2,0.180235197485836,3.6,0.4216434373424689,0
0,1,"White, non-Hispanic",14,Public,1.1806,0.67,-0.04,0.25,69.6107,South,1.76,1.31,0.1,0.49,0.91,0.71,0.69,0.99,10,8,-0.0224783168836135,6.4,0.04379858468485068,0
0,1,"Hispanic, race specified",14,Catholic or other private,-0.8618,0.1,1.59,0.36,64.4815,West,1.76,1.31,0.95,1.35,0.91,1.13,0.25,0.54,10,8,-0.512408738098765,5.6,0.026507156072066808,0
0,0,"White, non-Hispanic",14,Public,0.1068,1.01,-0.39,-0.27,51.5413,Midwest,-0.57,-1.33,-0.56,0.12,-0.33,-1.5,-0.05,-0.3,6,6,-0.433764331265202,3.6,0.6113623660362959,1
1,1,"White, non-Hispanic",15,Public,0.1609,1.09,-0.34,-0.06,51.9807,Midwest,-0.57,0.27,0.1,-2.46,-0.33,0.1,0.25,0.16,10,8,0.140025864633243,3.6,0.3488920588563982,0
0,1,"White, non-Hispanic",15,Public,0.1138,0.21,-0.62,-1.23,49.3304,Midwest,0.0,-0.13,-0.56,-0.66,-0.97,-0.33,-0.48,-0.67,10,5,1.31801018374513,3.6,0.5856517772456192,1
1,1,"White, non-Hispanic",14,Public,-0.2942,0.23,0.21,-1.6,43.2506,West,0.0,0.27,-0.97,0.19,-0.33,-0.47,-1.02,-0.56,6,6,0.569894942027905,1.4,0.5652849696780251,1
0,1,"Hispanic, race specified",14,Public,-1.3281,0.71,-0.39,-0.77,37.3884,Northeast,-0.57,0.5,0.1,1.32,-0.97,-0.33,-0.48,0.89,3,6,1.19895749298314,2.0,0.3730493413279663,0
0,0,"White, non-Hispanic",14,Public,0.4829,0.21,-0.29,-0.85,50.3963,South,-1.73,-0.93,-1.68,-1.73,1.52,1.27,-0.89,-2.26,8,8,-0.512408738098765,4.8,0.20986962300662512,0
0,1,"White, non-Hispanic",15,Public,0.0312,1.39,0.73,-0.41,53.9321,Northeast,0.6,-0.3,1.62,0.19,-0.33,0.1,0.25,0.16,8,8,-1.8389042134023,4.2,0.059948371862816645,0
0,0,"Hispanic, race specified",14,Catholic or other private,-0.6683,0.33,-0.39,1.16,39.6863,West,-1.73,-1.1,-2.92,-1.13,-0.97,-0.89,-0.46,0.16,10,8,-1.07943673528606,2.4,0.10001732559523319,0
0,1,"White, non-Hispanic",15,Public,0.6491,0.63,1.0,0.14,55.9562,South,0.6,0.9,0.77,2.08,-0.33,0.84,0.25,0.93,10,6,-0.756600533275629,4.0,0.12165728117701324,0
0,0,"Amer. Indian/Alaska Native, non-Hispanic",15,Public,0.9587,0.96,1.59,0.83,69.7227,South,1.16,0.27,0.1,1.71,-0.33,0.52,0.25,0.86,10,10,-0.756600533275629,5.6,0.012026901967281588,0
1,1,"Hispanic, race specified",14,Public,0.83,-1.49,-0.64,-1.13,48.1132,West,-1.73,-0.3,0.1,0.86,-0.33,0.1,-1.63,-1.83,6,6,1.26253887761251,2.4,0.16519385912051707,0
0,0,"White, non-Hispanic",14,Public,-0.2507,0.71,-0.39,-1.46,38.4425,West,-0.57,-1.33,-0.3,-1.01,-0.33,-0.33,0.25,0.16,8,6,0.932940476890927,5.7,0.4133394509167917,0
0,1,"White, non-Hispanic",14,Public,-0.3698,1.39,-0.64,0.57,39.2577,Northeast,-0.57,-0.3,-0.29,0.19,-1.57,0.1,0.25,0.16,4,6,-1.07943673528606,3.6,0.2145409527857367,0
0,1,"White, non-Hispanic",15,Catholic or other private,-0.0983,0.25,1.34,1.16,56.5534,Midwest,-0.57,0.9,0.1,-0.29,-0.33,1.69,1.83,1.38,4,6,-1.40903513600764,3.0,0.43083961533009485,0
0,1,"More than one race, non-Hispanic",15,Public,0.8172,0.71,-1.77,-0.8,62.8043,South,0.6,-0.3,1.62,-0.6,0.91,-0.33,1.1,0.16,6,8,-1.07943673528606,3.0,0.07568170137069863,0
0,0,"Hispanic, race specified",14,Public,-0.0824,0.29,1.1,0.17,45.9831,South,1.76,1.31,1.62,1.35,-0.33,1.69,-0.17,-0.17,6,8,-1.24653095449078,3.0,0.2968613126220923,0
0,0,"White, non-Hispanic",14,Public,0.4692,1.39,0.45,-1.07,56.6051,Northeast,1.76,1.31,1.62,1.71,-0.33,-0.94,-0.16,-1.38,6,8,-0.427002132554049,4.8,0.16877950689344964,0
0,0,"White, non-Hispanic",14,Public,-0.0185,-0.2,0.52,0.13,44.3952,Midwest,0.6,0.27,0.95,-0.11,0.91,0.66,1.1,0.49,6,6,-0.512408738098765,5.6,0.7281637200948463,1
0,0,"Asian, non-Hispanic",14,Public,0.5871,0.41,1.26,-0.68,46.8233,South,-1.73,-0.3,-2.92,-1.38,1.52,0.1,-0.05,0.61,6,10,-1.67180999419758,0.0,0.11814008831151444,0
0,0,"White, non-Hispanic",14,Public,-0.1019,-0.58,-0.98,-0.07,48.6641,South,-0.57,-0.7,-0.58,-0.29,-0.33,0.1,-0.48,0.16,4,2,-0.796809866128223,2.0,0.7812352911679462,1
0,1,"Black/African-American, non-Hispanic",14,Public,-0.0278,0.16,-0.73,-1.27,36.2888,Midwest,-1.73,-0.3,-0.17,-0.96,-1.57,-0.89,-0.89,-1.12,6,8,-1.01261319275442,2.0,0.35450904814192813,0
0,0,"Hispanic, no race specified",14,Public,-0.6118,0.59,0.45,-1.04,62.2617,Midwest,0.6,-0.3,-0.58,0.57,0.31,1.27,0.25,0.54,10,6,1.05523532555519,3.0,0.219072917253042,0
1,1,"White, non-Hispanic",14,Public,0.4184,0.29,-0.04,1.14,64.3825,Northeast,1.19,0.9,1.62,1.69,0.31,0.1,0.69,0.54,2,10,1.41828086041821,4.2,0.16519985487755018,0
0,0,"Asian, non-Hispanic",14,Public,-0.4935,1.39,-0.45,-0.3,53.1339,South,1.19,0.11,-0.29,1.25,-1.57,1.13,-1.33,-0.24,8,2,-0.493825675085691,4.8,0.1284587030746959,0
1,1,"Black/African-American, non-Hispanic",14,Public,-0.4553,-0.47,-0.75,0.37,46.0564,Northeast,-1.73,0.9,0.38,-0.56,-0.97,-0.15,-1.21,-1.82,6,4,0.58847800504098,2.4,0.13915056631657335,0
0,0,"Black/African-American, non-Hispanic",15,Public,-0.1282,0.25,-0.45,-1.55,36.7248,West,-1.13,1.31,-1.14,0.51,-0.94,-1.08,0.69,0.05,6,2,0.421383785836256,2.4,0.5271180697089659,1
0,0,"White, non-Hispanic",15,Catholic or other private,1.0622,0.6,0.98,1.74,59.0537,Northeast,0.6,0.27,0.51,-0.18,2.15,1.13,0.67,-0.23,10,8,-1.67180999419758,5.6,0.02409271371125606,0
0,0,"Hispanic, race specified",15,Public,-0.3658,0.71,1.34,-0.3,60.2106,South,0.6,-0.13,0.55,2.08,-0.94,0.84,-1.33,0.54,10,8,-0.433764331265202,4.8,0.0698554124451889,0
0,1,"Hispanic, race specified",15,Public,-0.8808,-0.26,1.23,0.25,53.9395,Midwest,0.6,1.31,0.51,2.08,-0.33,0.1,-0.61,0.54,4,4,-0.493825675085691,3.0,0.5180435243735446,1
0,1,"Native Hawaiian/Pacific Islander, non-Hispanic",15,Public,0.2358,-0.09,1.34,-2.09,51.3474,West,0.6,0.9,-0.17,1.6,0.27,0.28,0.69,0.86,10,6,0.0799645208127539,3.0,0.07458191504360615,0
0,1,"Hispanic, race specified",14,Public,-0.3063,-1.79,-0.88,-0.99,48.1629,Northeast,-0.57,-1.27,-0.56,-0.66,-0.33,-0.94,-0.48,-1.0,8,4,-0.512408738098765,2.0,0.16969422314638558,0
0,1,"Hispanic, race specified",15,Public,1.1689,-0.56,0.65,-0.24,49.7418,South,-0.57,0.9,-0.61,-0.66,-0.33,-0.33,-0.9,-0.28,6,6,0.402800722823181,3.0,0.08823037124293566,0
1,0,"White, non-Hispanic",15,Public,-0.6349,-0.34,-0.39,-2.65,53.2136,Northeast,-1.73,-0.7,-1.41,-0.27,-0.33,0.1,-0.89,-0.67,2,2,2.17774833853445,3.6,0.7165351307426003,1
1,1,"White, non-Hispanic",15,Public,0.0621,0.03,-1.21,-1.33,32.7682,West,-1.73,-0.3,0.51,-0.48,-0.33,-1.27,0.25,-1.14,8,2,0.265641803030553,2.0,0.6092756879632025,1
0,1,"More than one race, non-Hispanic",15,Public,2.4019,0.29,-0.04,-2.03,63.0899,Northeast,0.6,0.5,0.1,-0.18,0.91,-1.08,0.25,0.16,10,6,-0.16422727436411,6.4,0.003975401647399841,0
0,1,"White, non-Hispanic",14,Catholic or other private,2.2176,-1.51,-0.64,1.08,60.6167,South,-0.57,-0.3,-0.97,-0.29,0.91,0.84,0.25,-0.67,10,8,-1.07943673528606,4.2,0.0339671902973846,0
0,0,"More than one race, non-Hispanic",15,Catholic or other private,-0.5539,0.54,1.59,0.66,50.0945,South,1.76,-3.51,-1.7,-1.63,-1.57,-0.15,-0.75,-1.25,10,10,-1.07943673528606,3.6,0.040744947881135724,0
0,1,"White, non-Hispanic",15,Public,0.11,0.9,1.59,-2.9,49.7845,South,0.6,0.9,0.55,1.69,2.15,0.71,1.53,2.03,8,6,1.52179369499357,4.0,0.3842003789384871,0
0,1,"White, non-Hispanic",14,Catholic or other private,2.4557,0.23,1.59,0.56,60.3602,Northeast,1.76,0.27,1.62,2.08,0.91,1.69,0.69,0.59,10,10,-1.40903513600764,6.4,0.004517600597383642,0
0,0,"Hispanic, race specified",15,Public,-0.9653,1.39,0.77,-0.26,48.7394,South,-1.13,-0.3,-0.58,-0.16,-0.33,0.1,0.25,-0.69,10,6,-1.01937539146557,3.0,0.16181199272325708,0
0,1,"Black/African-American, non-Hispanic",14,Catholic or other private,-0.8866,1.01,-0.61,1.25,46.137,South,0.6,1.31,1.62,0.86,0.91,1.69,1.83,1.7,10,10,1.01834708243564,4.8,0.0812606198736025,0
0,1,"White, non-Hispanic",15,Public,1.6641,1.09,-0.04,0.19,61.931,West,1.19,0.9,0.77,0.93,0.27,0.71,0.25,0.16,6,6,0.247058740017478,5.6,0.06639047974652783,0
0,1,"Asian, non-Hispanic",14,Public,0.0332,1.01,0.59,0.64,52.7865,South,0.6,1.31,1.62,1.22,1.52,1.27,1.83,1.7,6,8,-1.51606801139187,4.2,0.050592995756253444,0
1,0,"More than one race, non-Hispanic",14,Public,0.2845,0.71,0.16,-0.23,40.3214,South,-1.13,-0.3,-1.0,-0.29,0.31,0.1,-0.91,0.16,10,2,1.19895749298314,3.6,0.17143715433071444,0
0,0,"Asian, non-Hispanic",14,Public,1.0361,-0.2,-1.17,-0.17,57.2352,Midwest,0.63,-0.7,0.1,0.19,-0.33,-0.33,-0.46,-1.0,8,8,-1.67180999419758,7.6,0.054584616381748795,0
0,0,"White, non-Hispanic",14,Public,1.0155,0.1,-0.04,0.36,70.54,South,1.76,0.9,1.62,0.49,0.91,1.27,1.83,-0.67,10,10,-1.08619893399721,6.4,0.09969207680866345,0
0,1,"Black/African-American, non-Hispanic",15,Public,-0.0593,-1.79,-0.39,-0.38,36.6499,South,-0.57,-0.3,-0.17,-0.66,-0.33,0.84,-0.05,-0.67,2,4,0.509833598207417,2.8,0.5117973211140757,1
0,0,"Black/African-American, non-Hispanic",14,Public,-0.5441,0.52,-0.34,-0.5,42.0147,West,0.03,-0.13,-0.85,0.12,-0.94,0.71,0.25,-0.74,8,6,0.832669800217844,3.6,0.29296480726706137,0
0,0,"Hispanic, race specified",14,Public,-0.8821,-0.88,-0.04,-2.76,43.6101,West,-1.73,1.31,-1.41,-1.01,0.91,1.69,-0.48,1.38,6,6,1.26253887761251,1.4,0.710802236302043,1
0,1,"Asian, non-Hispanic",15,Public,-0.8103,-0.92,-1.52,1.1,45.1208,South,-0.57,0.34,-0.58,-0.36,-0.94,-1.5,-0.46,-1.77,4,2,-0.433764331265202,4.2,0.25455904066976487,0
1,0,"Hispanic, race specified",15,Public,-1.1857,-0.64,-0.29,-0.55,46.6934,South,0.6,1.31,0.55,0.87,-1.57,0.1,-0.9,-0.56,10,5,1.02510107506726,3.0,0.5802694797234688,1
0,1,"Hispanic, race specified",14,Public,-0.259,-0.28,1.59,-0.13,39.6972,West,-0.57,1.31,0.1,1.34,-0.33,1.27,0.56,1.7,5,8,0.240296541306325,2.0,0.24743339276808782,0
0,0,"White, non-Hispanic",14,Public,-0.896,0.9,-1.43,-0.23,53.4392,South,-0.57,-0.3,-1.0,0.51,-0.33,-0.33,-0.48,-0.28,10,10,1.19895749298314,2.4,0.5708395075909344,1
0,1,"White, non-Hispanic",15,Public,-0.6159,-2.29,1.23,1.22,58.7545,South,1.16,0.9,-0.34,0.96,2.15,1.27,1.12,1.27,6,8,-0.756600533275629,3.0,0.5599611797253125,1
0,1,"Hispanic, race specified",15,Public,-0.5363,-1.0,-0.39,0.07,44.8689,Midwest,0.6,-0.3,0.1,-0.29,-0.33,-0.33,0.25,0.16,7,2,1.50368746596293,4.2,0.6024640243783952,1
0,0,"More than one race, non-Hispanic",16,Public,-1.2243,0.29,-0.14,-0.82,39.6863,South,-1.13,0.5,-1.29,-0.81,-0.3,-1.5,-0.16,-0.92,6,3,-0.0038952538705391,1.4,0.6585699537263006,1
0,1,"Black/African-American, non-Hispanic",15,Public,-0.5521,-0.52,-0.04,1.16,59.6913,South,0.6,-0.3,0.1,-1.31,-0.33,0.1,1.12,0.49,10,9,0.0028669448406138,3.0,0.09687151141476556,0
1,1,"White, non-Hispanic",15,Public,-0.0205,-0.2,-0.64,0.02,50.6754,Midwest,0.6,1.31,0.1,0.19,0.31,0.28,-0.05,-1.05,8,3,0.509833598207417,3.0,0.7595483691170284,1
0,1,"White, non-Hispanic",14,Public,0.8236,-0.09,-0.4,-4.0,52.5725,Midwest,1.76,-1.96,1.62,-2.11,0.91,-1.88,1.83,-2.26,10,10,1.74787926113979,5.6,0.4006932383140559,0
0,1,"Black/African-American, non-Hispanic",14,Public,0.5451,-0.09,-0.39,0.1,39.3988,Northeast,-1.13,1.31,-0.97,-1.01,0.31,1.13,0.69,0.09,6,8,-2.10167907159224,4.0,0.038915888518620274,0
0,0,"Black/African-American, non-Hispanic",14,Public,0.0597,-1.38,0.77,-1.43,41.9107,Northeast,0.6,-0.3,-0.17,0.19,0.88,-0.94,1.12,-0.23,8,10,0.240296541306325,2.0,0.2529674008860721,0
0,0,"White, non-Hispanic",14,Public,-0.8951,0.29,-0.64,-1.15,26.6466,South,-1.13,-1.1,-1.41,-1.31,-0.33,-0.47,-0.89,-0.23,2,4,-0.919104714792486,1.2,0.9092058487827254,1
1,1,"Hispanic, race specified",14,Public,-1.0222,0.71,-0.34,-2.22,56.3629,West,1.76,0.27,0.1,0.49,-0.33,-0.47,-1.33,-0.61,10,8,1.91497348034451,4.0,0.1489681821967533,0
0,0,"Hispanic, race specified",15,Public,-1.0307,0.12,-0.04,1.13,51.8892,South,0.6,-0.3,0.1,0.19,-0.33,-0.89,-0.9,-0.23,9,8,-0.756600533275629,3.0,0.2465037429186773,0
0,0,"White, non-Hispanic",14,Catholic or other private,1.0132,1.01,0.78,0.68,61.0587,Northeast,1.19,-0.13,0.1,0.19,0.91,0.71,0.25,0.09,6,10,-1.18646961067029,4.2,0.0471277194925708,0
1,0,"White, non-Hispanic",16,Public,-1.0377,0.25,0.77,-0.97,45.086,Northeast,-0.57,0.74,-0.97,1.34,-0.97,-1.03,-0.89,-1.4,8,2,-1.01937539146557,3.0,0.5251000041196547,1
1,1,"White, non-Hispanic",16,Public,-0.0474,-0.39,-0.07,1.51,38.9965,South,-1.73,-0.87,-0.58,0.56,-1.57,-3.1,-2.19,-2.59,4,2,-0.696539189455141,4.2,0.3184326517003059,0
0,0,"Hispanic, race specified",14,Public,-1.0352,-0.26,-2.15,-2.45,47.8165,Northeast,0.6,-0.93,0.1,-0.66,-1.57,-1.93,-2.91,-2.59,6,2,1.91497348034451,4.2,0.43664463194951614,0
0,1,"White, non-Hispanic",15,Public,-0.3942,-0.01,0.98,0.44,30.3445,Midwest,0.0,-0.93,-0.56,0.55,0.91,0.1,0.25,-0.6,4,3,-1.40903513600764,3.6,0.7606919937333184,1
0,1,"Black/African-American, non-Hispanic",14,Catholic or other private,0.6843,-1.38,0.28,0.66,54.2941,South,1.76,0.27,1.34,0.66,0.91,0.71,1.1,0.15,8,10,-0.572470081919254,5.6,0.033095884254837386,0
0,1,"White, non-Hispanic",14,Catholic or other private,0.1953,-0.15,-0.98,0.72,47.2842,Northeast,-1.73,-0.93,-0.69,-0.66,-1.57,-1.5,-0.89,-2.15,6,8,-0.756600533275629,2.4,0.09431572335994666,0
0,0,"Hispanic, race specified",14,Catholic or other private,0.4099,-0.53,0.92,0.29,44.7665,Midwest,-1.73,-1.16,-1.0,-0.71,0.27,-0.47,0.25,0.11,10,10,-1.40903513600764,3.6,0.11155465538899588,0
0,0,"Amer. Indian/Alaska Native, non-Hispanic",14,Catholic or other private,0.3152,-0.77,0.45,-0.72,52.9208,West,1.76,1.31,1.62,1.34,-0.33,0.1,-0.46,-0.63,6,8,1.42504305912936,4.8,0.14525232383230594,0
0,0,"White, non-Hispanic",14,Public,-0.0018,1.01,-0.73,-0.72,49.7993,Midwest,0.6,-0.93,-0.29,0.29,-0.33,-0.33,-0.17,-0.67,4,6,-0.326731455880967,3.0,0.8039746924638874,1
0,1,"Asian, non-Hispanic",14,Public,1.4511,0.12,-2.11,0.26,63.4433,Midwest,1.19,-0.3,-0.17,-0.18,0.91,0.1,0.25,0.16,8,10,0.225432470177959,5.6,0.04501301091592623,0
0,0,"Hispanic, race specified",14,Public,-0.8158,-1.26,-0.39,-3.47,37.2166,West,-1.13,1.31,-0.56,-0.66,-0.33,0.1,-1.74,-0.67,4,8,1.6288265703778,1.2,0.8135798438634931,1
0,0,"White, non-Hispanic",14,Public,-0.2325,1.39,0.21,-1.31,64.7951,South,1.76,-1.33,-2.92,-1.06,0.27,1.69,1.1,0.82,10,10,0.832669800217844,5.6,0.1853309721057669,0
1,1,"Hispanic, race specified",15,Public,-0.7779,1.39,-0.04,-3.64,46.0384,Midwest,-1.16,-0.3,0.24,-0.54,-0.33,-0.89,0.25,0.16,10,6,0.432736022235277,4.8,0.24464080402164395,0
0,0,"White, non-Hispanic",14,Catholic or other private,0.8376,1.09,-0.04,0.56,48.3826,Northeast,0.6,-1.9,-1.41,-1.31,-0.33,-1.5,0.25,0.16,3,6,-2.10167907159224,5.6,0.058343783371387306,0
0,1,"More than one race, non-Hispanic",14,Public,0.286,0.33,0.77,0.25,50.326,South,-0.57,-0.7,0.1,0.14,0.91,1.08,0.25,0.54,6,6,-0.0757774619929493,2.0,0.10588485586239774,0
0,0,"White, non-Hispanic",15,Public,-0.9912,-0.2,0.6,0.12,52.7325,West,-0.57,-0.7,-0.69,-0.66,-1.57,-0.89,-0.48,-0.6,6,4,-0.912342516081333,5.6,0.3903379756832332,0
0,1,"Hispanic, race specified",14,Public,-0.2077,1.01,-1.71,-0.97,58.1509,Northeast,-1.16,0.9,-1.24,-1.01,-0.33,0.47,1.83,-1.48,2,2,-1.01937539146557,4.2,0.10014649206623405,0
0,1,"Black/African-American, non-Hispanic",14,Public,0.0837,-1.61,-0.04,-0.51,48.6584,South,1.76,-0.7,-0.17,0.19,0.27,0.1,1.83,0.22,10,6,-0.326731455880967,4.8,0.1306266805594071,0
0,1,"White, non-Hispanic",14,Public,0.0736,-1.91,-1.68,-0.63,52.1738,Midwest,1.76,-0.76,-0.29,-0.17,0.91,-1.93,1.83,-0.66,10,6,1.15550600222827,2.8,0.8338575059008911,1
0,0,"White, non-Hispanic",14,Catholic or other private,1.113,1.39,1.59,0.7,46.7213,Midwest,-0.57,-0.3,-0.17,0.49,-0.33,0.1,-0.16,-0.24,6,6,-1.77208067087066,3.6,0.23306808852354183,0
0,1,"White, non-Hispanic",14,Public,0.2345,-0.2,-1.0,0.4,62.5611,Northeast,0.03,-1.67,0.55,-0.39,0.91,-0.33,1.83,0.16,10,8,-2.10167907159224,4.2,0.05509748506720185,0
0,0,"Asian, non-Hispanic",14,Public,1.0303,-0.2,-1.28,-0.76,64.1967,South,0.6,-1.33,0.1,0.19,-0.33,-0.89,-1.33,-1.0,8,8,-0.512408738098765,6.4,0.02554344275784754,0
0,1,"White, non-Hispanic",14,Public,0.0179,1.01,1.23,-0.5,59.0949,South,1.76,-0.3,0.1,0.87,-0.33,-0.33,-0.59,-0.17,6,8,0.235706503618457,4.8,0.14428389348242587,0
0,1,"Asian, non-Hispanic",14,Public,1.1927,-0.64,0.45,-3.01,49.7159,West,0.0,-1.74,-0.61,-0.54,0.91,1.69,1.83,1.0,10,10,-0.756600533275629,4.0,0.025842033607244835,0
0,0,"White, non-Hispanic",15,Public,-0.2903,0.48,0.7,0.56,40.3814,Midwest,-0.57,0.9,-0.58,0.49,0.91,1.27,0.69,-0.3,4,10,-0.835244940109192,2.8,0.8289153354857347,1
0,0,"White, non-Hispanic",14,Public,-0.695,0.96,1.26,0.23,53.8705,South,1.16,1.31,1.34,1.71,-0.33,1.69,-0.49,0.16,4,6,-0.427002132554049,5.6,0.46287697381279064,0
0,1,"White, non-Hispanic",15,Public,-0.1423,-1.0,-0.98,-0.39,49.6166,Midwest,1.76,1.31,1.62,0.95,0.27,-0.47,-0.89,-1.44,4,2,-0.189572536088338,4.8,0.8396443167833522,1
0,0,"White, non-Hispanic",16,Public,-0.0265,1.39,-0.37,-2.33,51.4891,South,0.6,0.27,0.1,0.01,1.52,0.1,1.53,0.93,10,8,0.402800722823181,4.2,0.4707162118681302,0
0,1,"White, non-Hispanic",14,Catholic or other private,1.4528,0.71,1.0,0.53,59.4938,South,-1.16,-0.3,-0.17,-0.36,0.27,0.1,0.25,0.54,6,8,-1.50930581268072,3.6,0.031371680732996454,0
0,1,"White, non-Hispanic",14,Public,-0.2691,-0.58,0.3,-0.39,52.9801,Midwest,0.6,1.31,0.95,1.69,1.55,1.69,0.25,0.49,4,8,-0.189572536088338,5.6,0.6329487599730432,1
